question,answer,Source,Metadata,SuggestedQuestions,IsContextOnly,Prompts,QnaId
How do you maintain the security of data and providing the right access?,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Absolutely! We take data security and privacy very seriously at Novacept and be rest-assured, all of our products are GDPR compliant. "",""wrap"":true,""size"":""Medium""},{""type"":""Image"",""url"":""https://i.ibb.co/mX3jySS/GDPR-Ready.png""}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,"[{""DisplayOrder"":1,""QnaId"":82,""DisplayText"":""Connect with us""}]",84
Data security,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Absolutely! We take data security and privacy very seriously at Novacept and be rest-assured, all of our products are GDPR compliant. "",""wrap"":true,""size"":""Medium""},{""type"":""Image"",""url"":""https://i.ibb.co/mX3jySS/GDPR-Ready.png""}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,"[{""DisplayOrder"":1,""QnaId"":82,""DisplayText"":""Connect with us""}]",84
GDPR,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Absolutely! We take data security and privacy very seriously at Novacept and be rest-assured, all of our products are GDPR compliant. "",""wrap"":true,""size"":""Medium""},{""type"":""Image"",""url"":""https://i.ibb.co/mX3jySS/GDPR-Ready.png""}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,"[{""DisplayOrder"":1,""QnaId"":82,""DisplayText"":""Connect with us""}]",84
General Data Protection Regulation,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Absolutely! We take data security and privacy very seriously at Novacept and be rest-assured, all of our products are GDPR compliant. "",""wrap"":true,""size"":""Medium""},{""type"":""Image"",""url"":""https://i.ibb.co/mX3jySS/GDPR-Ready.png""}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,"[{""DisplayOrder"":1,""QnaId"":82,""DisplayText"":""Connect with us""}]",84
Compliance,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Absolutely! We take data security and privacy very seriously at Novacept and be rest-assured, all of our products are GDPR compliant. "",""wrap"":true,""size"":""Medium""},{""type"":""Image"",""url"":""https://i.ibb.co/mX3jySS/GDPR-Ready.png""}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,"[{""DisplayOrder"":1,""QnaId"":82,""DisplayText"":""Connect with us""}]",84
Data privacy,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Absolutely! We take data security and privacy very seriously at Novacept and be rest-assured, all of our products are GDPR compliant. "",""wrap"":true,""size"":""Medium""},{""type"":""Image"",""url"":""https://i.ibb.co/mX3jySS/GDPR-Ready.png""}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,"[{""DisplayOrder"":1,""QnaId"":82,""DisplayText"":""Connect with us""}]",84
Privacy,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Absolutely! We take data security and privacy very seriously at Novacept and be rest-assured, all of our products are GDPR compliant. "",""wrap"":true,""size"":""Medium""},{""type"":""Image"",""url"":""https://i.ibb.co/mX3jySS/GDPR-Ready.png""}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,"[{""DisplayOrder"":1,""QnaId"":82,""DisplayText"":""Connect with us""}]",84
Security,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Absolutely! We take data security and privacy very seriously at Novacept and be rest-assured, all of our products are GDPR compliant. "",""wrap"":true,""size"":""Medium""},{""type"":""Image"",""url"":""https://i.ibb.co/mX3jySS/GDPR-Ready.png""}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,"[{""DisplayOrder"":1,""QnaId"":82,""DisplayText"":""Connect with us""}]",84
Data Protection,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Absolutely! We take data security and privacy very seriously at Novacept and be rest-assured, all of our products are GDPR compliant. "",""wrap"":true,""size"":""Medium""},{""type"":""Image"",""url"":""https://i.ibb.co/mX3jySS/GDPR-Ready.png""}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,"[{""DisplayOrder"":1,""QnaId"":82,""DisplayText"":""Connect with us""}]",84
Regulatory compliance,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Absolutely! We take data security and privacy very seriously at Novacept and be rest-assured, all of our products are GDPR compliant. "",""wrap"":true,""size"":""Medium""},{""type"":""Image"",""url"":""https://i.ibb.co/mX3jySS/GDPR-Ready.png""}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,"[{""DisplayOrder"":1,""QnaId"":82,""DisplayText"":""Connect with us""}]",84
Can I customize the solutions to fit my organization’s policies and needs?,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""We can help you tailor the AI capabilities that we provide through our products to meet your Business Needs.                                           "",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Please feel free to set up a meeting with our colleagues."",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],85
Customization,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""We can help you tailor the AI capabilities that we provide through our products to meet your Business Needs.                                           "",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Please feel free to set up a meeting with our colleagues."",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],85
Adding new features,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""We can help you tailor the AI capabilities that we provide through our products to meet your Business Needs.                                           "",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Please feel free to set up a meeting with our colleagues."",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],85
Custom need,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""We can help you tailor the AI capabilities that we provide through our products to meet your Business Needs.                                           "",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Please feel free to set up a meeting with our colleagues."",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],85
Want to redesign the product,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""We can help you tailor the AI capabilities that we provide through our products to meet your Business Needs.                                           "",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Please feel free to set up a meeting with our colleagues."",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],85
need a custom solution,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""We can help you tailor the AI capabilities that we provide through our products to meet your Business Needs.                                           "",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Please feel free to set up a meeting with our colleagues."",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],85
Need a tailored solution,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""We can help you tailor the AI capabilities that we provide through our products to meet your Business Needs.                                           "",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Please feel free to set up a meeting with our colleagues."",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],85
Custom requirement,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""We can help you tailor the AI capabilities that we provide through our products to meet your Business Needs.                                           "",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Please feel free to set up a meeting with our colleagues."",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],85
Tailored need,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""We can help you tailor the AI capabilities that we provide through our products to meet your Business Needs.                                           "",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Please feel free to set up a meeting with our colleagues."",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],85
Custom built,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""We can help you tailor the AI capabilities that we provide through our products to meet your Business Needs.                                           "",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Please feel free to set up a meeting with our colleagues."",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],85
Tailor,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""We can help you tailor the AI capabilities that we provide through our products to meet your Business Needs.                                           "",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Please feel free to set up a meeting with our colleagues."",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],85
Redesign,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""We can help you tailor the AI capabilities that we provide through our products to meet your Business Needs.                                           "",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Please feel free to set up a meeting with our colleagues."",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],85
Design change,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""We can help you tailor the AI capabilities that we provide through our products to meet your Business Needs.                                           "",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Please feel free to set up a meeting with our colleagues."",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],85
What is the product price plan?,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""We offer performance based pricing, tiered by engagement volume. We aim to align the cost with your ROI.\n\nPlease feel free to connect with us about how we calculate engagements ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],86
Pricing,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""We offer performance based pricing, tiered by engagement volume. We aim to align the cost with your ROI.\n\nPlease feel free to connect with us about how we calculate engagements ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],86
Product pricing,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""We offer performance based pricing, tiered by engagement volume. We aim to align the cost with your ROI.\n\nPlease feel free to connect with us about how we calculate engagements ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],86
I want to know the pricing,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""We offer performance based pricing, tiered by engagement volume. We aim to align the cost with your ROI.\n\nPlease feel free to connect with us about how we calculate engagements ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],86
ChangeZ pricing,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""We offer performance based pricing, tiered by engagement volume. We aim to align the cost with your ROI.\n\nPlease feel free to connect with us about how we calculate engagements ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],86
Personal Facilitator pricing ProjectZ pricing,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""We offer performance based pricing, tiered by engagement volume. We aim to align the cost with your ROI.\n\nPlease feel free to connect with us about how we calculate engagements ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],86
Price,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""We offer performance based pricing, tiered by engagement volume. We aim to align the cost with your ROI.\n\nPlease feel free to connect with us about how we calculate engagements ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],86
Price point,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""We offer performance based pricing, tiered by engagement volume. We aim to align the cost with your ROI.\n\nPlease feel free to connect with us about how we calculate engagements ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],86
Cost,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""We offer performance based pricing, tiered by engagement volume. We aim to align the cost with your ROI.\n\nPlease feel free to connect with us about how we calculate engagements ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],86
Expense,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""We offer performance based pricing, tiered by engagement volume. We aim to align the cost with your ROI.\n\nPlease feel free to connect with us about how we calculate engagements ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],86
Costing,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""We offer performance based pricing, tiered by engagement volume. We aim to align the cost with your ROI.\n\nPlease feel free to connect with us about how we calculate engagements ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],86
How much will it cost ?,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""We offer performance based pricing, tiered by engagement volume. We aim to align the cost with your ROI.\n\nPlease feel free to connect with us about how we calculate engagements ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],86
Facilitator cost,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""We offer performance based pricing, tiered by engagement volume. We aim to align the cost with your ROI.\n\nPlease feel free to connect with us about how we calculate engagements ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],86
ProjectZ pricing,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""We offer performance based pricing, tiered by engagement volume. We aim to align the cost with your ROI.\n\nPlease feel free to connect with us about how we calculate engagements ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],86
Where is all the information stored and DB maintained?,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Customers can select their desired data residency region to meet cross-border data privacy and residency requirements."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],87
Data storage,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Customers can select their desired data residency region to meet cross-border data privacy and residency requirements."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],87
Where are the server located,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Customers can select their desired data residency region to meet cross-border data privacy and residency requirements."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],87
Information and DB storage mechanism,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Customers can select their desired data residency region to meet cross-border data privacy and residency requirements."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],87
Where will you store the data ?,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Customers can select their desired data residency region to meet cross-border data privacy and residency requirements."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],87
How does the data get stored ?,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Customers can select their desired data residency region to meet cross-border data privacy and residency requirements."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],87
DB storage,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Customers can select their desired data residency region to meet cross-border data privacy and residency requirements."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],87
Database,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Customers can select their desired data residency region to meet cross-border data privacy and residency requirements."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],87
Data server,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Customers can select their desired data residency region to meet cross-border data privacy and residency requirements."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],87
